support,itemsets,length
0.023170731707317073,"frozenset({'chills', 'muscle pain', 'runny nose'})",3
0.023170731707317073,"frozenset({'muscle weakness', 'irritability', 'fatigue'})",3
0.023170731707317073,"frozenset({'chills', 'sinus pressure', 'muscle pain'})",3
0.023170731707317073,"frozenset({'palpitations', 'irritability', 'fatigue'})",3
0.023170731707317073,"frozenset({'slurred speech', 'irritability', 'fatigue'})",3
0.023170731707317073,"frozenset({'acute liver failure', 'yellowing of eyes'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'runny nose', 'phlegm'})",3
0.023170731707317073,"frozenset({'chills', 'muscle pain', 'throat irritation'})",3
0.023170731707317073,"frozenset({'breathlessness', 'yellowing of eyes', 'chest pain'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'phlegm', 'sweating'})",3
0.023170731707317073,"frozenset({'fast heart rate', 'rusty sputum', 'breathlessness'})",3
0.023170731707317073,"frozenset({'runny nose', 'chills', 'chest pain'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'chills', 'mild fever'})",3
0.023170731707317073,"frozenset({'breathlessness', 'yellowing of eyes', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'receiving unsterile injections', 'yellow urine', 'receiving blood transfusion'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'breathlessness', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'breathlessness', 'phlegm', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'breathlessness', 'mild fever', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'breathlessness', 'malaise', 'loss of appetite'})",3
0.023170731707317073,frozenset({'pain during bowel movements'}),1
0.023170731707317073,"frozenset({'phlegm', 'weight loss', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'yellowing of eyes', 'phlegm', 'vomiting'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'phlegm', 'weight loss'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'phlegm', 'vomiting'})",3
0.023170731707317073,"frozenset({'chills', 'malaise', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'chills', 'phlegm', 'mild fever'})",3
0.023170731707317073,frozenset({'history of alcohol consumption'}),1
0.023170731707317073,"frozenset({'swelled lymph nodes', 'phlegm', 'throat irritation'})",3
0.023170731707317073,"frozenset({'sweating', 'phlegm', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'acute liver failure', 'coma'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'breathlessness', 'chest pain'})",3
0.023170731707317073,"frozenset({'rusty sputum', 'breathlessness', 'chest pain'})",3
0.023170731707317073,"frozenset({'breathlessness', 'mild fever', 'chest pain'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'redness of eyes', 'phlegm'})",3
0.023170731707317073,"frozenset({'phlegm', 'fatigue', 'loss of appetite'})",3
0.023170731707317073,frozenset({'lack of concentration'}),1
0.023170731707317073,"frozenset({'chills', 'phlegm', 'throat irritation'})",3
0.023170731707317073,"frozenset({'high fever', 'back pain'})",2
0.023170731707317073,"frozenset({'loss of appetite', 'fatigue', 'stomach bleeding'})",3
0.023170731707317073,"frozenset({'high fever', 'diarrhoea', 'fatigue'})",3
0.023170731707317073,"frozenset({'joint pain', 'back pain'})",2
0.023170731707317073,"frozenset({'blurred and distorted vision', 'polyuria', 'increased appetite'})",3
0.023170731707317073,"frozenset({'chills', 'phlegm', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'malaise', 'back pain'})",2
0.023170731707317073,"frozenset({'loss of smell', 'fatigue', 'muscle pain'})",3
0.023170731707317073,"frozenset({'loss of smell', 'phlegm', 'fatigue'})",3
0.023170731707317073,"frozenset({'loss of smell', 'redness of eyes', 'fatigue'})",3
0.023170731707317073,"frozenset({'loss of smell', 'runny nose', 'fatigue'})",3
0.023170731707317073,"frozenset({'loss of smell', 'sinus pressure', 'fatigue'})",3
0.023170731707317073,"frozenset({'muscle pain', 'back pain'})",2
0.023170731707317073,"frozenset({'loss of smell', 'fatigue', 'throat irritation'})",3
0.023170731707317073,"frozenset({'fatigue', 'pain behind the eyes', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'fatigue', 'back pain'})",2
0.023170731707317073,"frozenset({'blurred and distorted vision', 'palpitations', 'irritability'})",3
0.023170731707317073,"frozenset({'palpitations', 'anxiety'})",2
0.023170731707317073,"frozenset({'loss of appetite', 'breathlessness', 'chest pain'})",3
0.023170731707317073,"frozenset({'excessive hunger', 'anxiety'})",2
0.023170731707317073,"frozenset({'fast heart rate', 'breathlessness', 'chest pain'})",3
0.023170731707317073,frozenset({'mucoid sputum'}),1
0.023170731707317073,"frozenset({'irritability', 'anxiety'})",2
0.023170731707317073,"frozenset({'chills', 'nausea', 'pain behind the eyes'})",3
0.023170731707317073,"frozenset({'palpitations', 'slurred speech', 'vomiting'})",3
0.023170731707317073,"frozenset({'blurred and distorted vision', 'slurred speech', 'palpitations'})",3
0.023170731707317073,"frozenset({'blurred and distorted vision', 'slurred speech', 'irritability'})",3
0.023170731707317073,frozenset({'movement stiffness'}),1
0.023170731707317073,"frozenset({'slurred speech', 'anxiety'})",2
0.023170731707317073,"frozenset({'palpitations', 'slurred speech', 'sweating'})",3
0.023170731707317073,"frozenset({'redness of eyes', 'phlegm', 'chills'})",3
0.023170731707317073,"frozenset({'chills', 'phlegm', 'runny nose'})",3
0.023170731707317073,"frozenset({'chills', 'back pain'})",2
0.023170731707317073,"frozenset({'sinus pressure', 'chills', 'phlegm'})",3
0.023170731707317073,"frozenset({'breathlessness', 'malaise', 'mild fever'})",3
0.023170731707317073,"frozenset({'abnormal menstruation', 'weight loss'})",2
0.023170731707317073,"frozenset({'abnormal menstruation', 'weight gain'})",2
0.023170731707317073,"frozenset({'brittle nails', 'enlarged thyroid', 'lethargy'})",3
0.023170731707317073,"frozenset({'abnormal menstruation', 'dizziness'})",2
0.023170731707317073,"frozenset({'swollen extremeties', 'brittle nails', 'mood swings'})",3
0.023170731707317073,"frozenset({'chills', 'phlegm', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'brittle nails', 'swollen extremeties', 'lethargy'})",3
0.023170731707317073,"frozenset({'fast heart rate', 'rusty sputum', 'high fever'})",3
0.023170731707317073,"frozenset({'diarrhoea', 'muscle pain', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'irritability', 'brittle nails', 'weight gain'})",3
0.023170731707317073,"frozenset({'irritability', 'brittle nails', 'puffy face and eyes'})",3
0.023170731707317073,"frozenset({'irritability', 'brittle nails', 'mood swings'})",3
0.023170731707317073,"frozenset({'brittle nails', 'irritability', 'lethargy'})",3
0.023170731707317073,"frozenset({'fast heart rate', 'muscle weakness', 'irritability'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'chills', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'sweating', 'swelled lymph nodes', 'yellowing of eyes'})",3
0.023170731707317073,frozenset({'passage of gases'}),1
0.023170731707317073,"frozenset({'chills', 'yellowing of eyes', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'enlarged thyroid', 'brittle nails', 'weight gain'})",3
0.023170731707317073,"frozenset({'enlarged thyroid', 'brittle nails', 'puffy face and eyes'})",3
0.023170731707317073,"frozenset({'swollen extremeties', 'brittle nails', 'puffy face and eyes'})",3
0.023170731707317073,"frozenset({'fast heart rate', 'rusty sputum', 'fatigue'})",3
0.023170731707317073,"frozenset({'swollen extremeties', 'brittle nails', 'weight gain'})",3
0.023170731707317073,"frozenset({'fast heart rate', 'chills', 'chest pain'})",3
0.023170731707317073,"frozenset({'redness of eyes', 'chills', 'chest pain'})",3
0.023170731707317073,"frozenset({'chills', 'muscle pain', 'chest pain'})",3
0.023170731707317073,"frozenset({'chills', 'mild fever', 'chest pain'})",3
0.023170731707317073,"frozenset({'loss of smell', 'chills', 'chest pain'})",3
0.023170731707317073,"frozenset({'loss of appetite', 'chills', 'chest pain'})",3
0.023170731707317073,"frozenset({'abnormal menstruation', 'cold hands and feets'})",2
0.023170731707317073,"frozenset({'excessive hunger', 'palpitations', 'vomiting'})",3
0.023170731707317073,"frozenset({'abnormal menstruation', 'diarrhoea'})",2
0.023170731707317073,"frozenset({'chills', 'pain behind the eyes', 'loss of appetite'})",3
0.023170731707317073,frozenset({'puffy face and eyes'}),1
0.023170731707317073,"frozenset({'congestion', 'chills', 'chest pain'})",3
0.023170731707317073,"frozenset({'excessive hunger', 'slurred speech', 'sweating'})",3
0.023170731707317073,"frozenset({'excessive hunger', 'slurred speech', 'vomiting'})",3
0.023170731707317073,frozenset({'prominent veins on calf'}),1
0.023170731707317073,"frozenset({'chills', 'mild fever', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'chills', 'nausea', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'enlarged thyroid', 'brittle nails', 'mood swings'})",3
0.023170731707317073,"frozenset({'fast heart rate', 'rusty sputum', 'malaise'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'malaise', 'breathlessness'})",3
0.023170731707317073,"frozenset({'swollen extremeties', 'brittle nails', 'dizziness'})",3
0.023170731707317073,"frozenset({'malaise', 'chills', 'mild fever'})",3
0.023170731707317073,"frozenset({'fast heart rate', 'abnormal menstruation'})",2
0.023170731707317073,"frozenset({'abnormal menstruation', 'lethargy'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'yellowing of eyes', 'breathlessness'})",3
0.023170731707317073,"frozenset({'headache', 'fatigue', 'pain behind the eyes'})",3
0.023170731707317073,"frozenset({'diarrhoea', 'mild fever', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'abnormal menstruation', 'puffy face and eyes'})",2
0.023170731707317073,"frozenset({'breathlessness', 'phlegm', 'yellowing of eyes'})",3
0.023170731707317073,frozenset({'pain in anal region'}),1
0.023170731707317073,"frozenset({'swelled lymph nodes', 'phlegm', 'breathlessness'})",3
0.023170731707317073,"frozenset({'abnormal menstruation', 'restlessness'})",2
0.023170731707317073,"frozenset({'abnormal menstruation', 'sweating'})",2
0.023170731707317073,"frozenset({'breathlessness', 'mild fever', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'diarrhoea', 'mild fever', 'muscle pain'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'mild fever', 'breathlessness'})",3
0.023170731707317073,"frozenset({'breathlessness', 'phlegm', 'mild fever'})",3
0.023170731707317073,"frozenset({'breathlessness', 'malaise', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'depression', 'cold hands and feets', 'brittle nails'})",3
0.023170731707317073,"frozenset({'excessive hunger', 'abnormal menstruation'})",2
0.023170731707317073,"frozenset({'enlarged thyroid', 'cold hands and feets', 'brittle nails'})",3
0.023170731707317073,"frozenset({'depression', 'brittle nails', 'puffy face and eyes'})",3
0.023170731707317073,"frozenset({'loss of smell', 'chills', 'muscle pain'})",3
0.023170731707317073,"frozenset({'loss of smell', 'chills', 'phlegm'})",3
0.023170731707317073,"frozenset({'loss of smell', 'redness of eyes', 'chills'})",3
0.023170731707317073,"frozenset({'irritability', 'brittle nails', 'dizziness'})",3
0.023170731707317073,"frozenset({'loss of smell', 'chills', 'runny nose'})",3
0.023170731707317073,"frozenset({'enlarged thyroid', 'brittle nails', 'dizziness'})",3
0.023170731707317073,"frozenset({'depression', 'brittle nails', 'weight gain'})",3
0.023170731707317073,"frozenset({'depression', 'brittle nails', 'mood swings'})",3
0.023170731707317073,"frozenset({'loss of smell', 'chills', 'throat irritation'})",3
0.023170731707317073,"frozenset({'depression', 'brittle nails', 'lethargy'})",3
0.023170731707317073,"frozenset({'fast heart rate', 'rusty sputum', 'phlegm'})",3
0.023170731707317073,"frozenset({'depression', 'brittle nails', 'dizziness'})",3
0.023170731707317073,"frozenset({'loss of smell', 'chills', 'sinus pressure'})",3
0.023170731707317073,"frozenset({'cold hands and feets', 'swollen extremeties', 'brittle nails'})",3
0.023170731707317073,"frozenset({'fast heart rate', 'rusty sputum', 'sweating'})",3
0.023170731707317073,"frozenset({'irritability', 'cold hands and feets', 'brittle nails'})",3
0.023170731707317073,"frozenset({'coma', 'joint pain', 'stomach bleeding'})",3
0.023170731707317073,"frozenset({'loss of smell', 'congestion', 'continuous sneezing'})",3
0.023170731707317073,"frozenset({'coma', 'joint pain', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'congestion', 'malaise'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'sinus pressure', 'muscle pain'})",3
0.023170731707317073,"frozenset({'mild fever', 'red spots over body'})",2
0.023170731707317073,"frozenset({'nausea', 'mild fever'})",2
0.023170731707317073,"frozenset({'yellowish skin', 'malaise'})",2
0.023170731707317073,"frozenset({'yellow urine', 'malaise'})",2
0.023170731707317073,"frozenset({'weight loss', 'malaise'})",2
0.023170731707317073,"frozenset({'malaise', 'throat irritation'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'congestion'})",2
0.023170731707317073,"frozenset({'sinus pressure', 'malaise'})",2
0.023170731707317073,"frozenset({'rusty sputum', 'malaise'})",2
0.023170731707317073,"frozenset({'runny nose', 'malaise'})",2
0.023170731707317073,"frozenset({'redness of eyes', 'malaise'})",2
0.023170731707317073,"frozenset({'throat irritation', 'cough', 'loss of smell'})",3
0.023170731707317073,"frozenset({'malaise', 'pain behind the eyes'})",2
0.023170731707317073,"frozenset({'malaise', 'nausea'})",2
0.023170731707317073,"frozenset({'constipation', 'fatigue'})",2
0.023170731707317073,"frozenset({'yellowish skin', 'mild fever', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'loss of smell', 'swelled lymph nodes'})",2
0.023170731707317073,"frozenset({'loss of smell', 'malaise'})",2
0.023170731707317073,"frozenset({'mild fever', 'sweating'})",2
0.023170731707317073,"frozenset({'weight loss', 'mild fever'})",2
0.023170731707317073,"frozenset({'loss of smell', 'cough'})",2
0.023170731707317073,"frozenset({'yellowish skin', 'mild fever'})",2
0.023170731707317073,"frozenset({'malaise', 'receiving blood transfusion', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'yellowish skin', 'muscle pain'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'muscle pain'})",2
0.023170731707317073,"frozenset({'muscle pain', 'sweating'})",2
0.023170731707317073,"frozenset({'receiving unsterile injections', 'malaise', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'coma', 'yellowish skin'})",2
0.023170731707317073,"frozenset({'muscle pain', 'pain behind the eyes'})",2
0.023170731707317073,"frozenset({'congestion', 'continuous sneezing'})",2
0.023170731707317073,"frozenset({'congestion', 'cough'})",2
0.023170731707317073,"frozenset({'malaise', 'sweating', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'congestion', 'fatigue'})",2
0.023170731707317073,"frozenset({'congestion', 'headache'})",2
0.023170731707317073,"frozenset({'weight loss', 'malaise', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'continuous sneezing', 'redness of eyes', 'muscle pain'})",3
0.023170731707317073,"frozenset({'swollen extremeties', 'mood swings'})",2
0.023170731707317073,"frozenset({'congestion', 'high fever'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'muscle pain', 'runny nose'})",3
0.023170731707317073,"frozenset({'mild fever', 'muscle pain', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'muscle weakness', 'mood swings'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'muscle pain', 'throat irritation'})",3
0.023170731707317073,"frozenset({'mild fever', 'sweating', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'high fever', 'constipation'})",2
0.023170731707317073,"frozenset({'weight loss', 'mild fever', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'muscle pain', 'yellowing of eyes', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'loss of smell', 'sinus pressure', 'cough'})",3
0.023170731707317073,"frozenset({'lethargy', 'red spots over body'})",2
0.023170731707317073,"frozenset({'receiving unsterile injections', 'lethargy'})",2
0.023170731707317073,"frozenset({'receiving blood transfusion', 'lethargy'})",2
0.023170731707317073,"frozenset({'polyuria', 'lethargy'})",2
0.023170731707317073,"frozenset({'loss of appetite', 'nausea', 'red spots over body'})",3
0.023170731707317073,"frozenset({'loss of appetite', 'nausea', 'skin rash'})",3
0.023170731707317073,"frozenset({'loss of appetite', 'nausea', 'stomach bleeding'})",3
0.023170731707317073,"frozenset({'continuous sneezing', 'runny nose'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'sinus pressure'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'redness of eyes', 'throat irritation'})",3
0.023170731707317073,"frozenset({'continuous sneezing', 'throat irritation'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'sinus pressure', 'runny nose'})",3
0.023170731707317073,"frozenset({'loss of appetite', 'pain behind the eyes', 'red spots over body'})",3
0.023170731707317073,"frozenset({'fast heart rate', 'cough'})",2
0.023170731707317073,"frozenset({'cough', 'loss of appetite'})",2
0.023170731707317073,"frozenset({'loss of appetite', 'pain behind the eyes', 'skin rash'})",3
0.023170731707317073,"frozenset({'joint pain', 'stomach bleeding'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'redness of eyes'})",2
0.023170731707317073,"frozenset({'swollen extremeties', 'lethargy'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'sinus pressure', 'redness of eyes'})",3
0.023170731707317073,"frozenset({'sinus pressure', 'continuous sneezing', 'phlegm'})",3
0.023170731707317073,"frozenset({'weight loss', 'mild fever', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'continuous sneezing', 'phlegm', 'redness of eyes'})",3
0.023170731707317073,"frozenset({'continuous sneezing', 'phlegm', 'runny nose'})",3
0.023170731707317073,"frozenset({'weight loss', 'loss of appetite'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'weight loss', 'mild fever'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'mild fever', 'vomiting'})",3
0.023170731707317073,"frozenset({'sweating', 'loss of appetite'})",2
0.023170731707317073,"frozenset({'sweating', 'mild fever', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'receiving unsterile injections', 'loss of appetite'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'redness of eyes', 'runny nose'})",3
0.023170731707317073,"frozenset({'receiving blood transfusion', 'loss of appetite'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'phlegm', 'throat irritation'})",3
0.023170731707317073,"frozenset({'loss of smell', 'continuous sneezing'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'mild fever', 'sweating'})",3
0.023170731707317073,"frozenset({'continuous sneezing', 'muscle pain'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'phlegm'})",2
0.023170731707317073,"frozenset({'lethargy', 'yellowing of eyes'})",2
0.023170731707317073,"frozenset({'muscle pain', 'pain behind the eyes', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'muscle weakness', 'restlessness'})",2
0.023170731707317073,"frozenset({'muscle weakness', 'sweating'})",2
0.023170731707317073,"frozenset({'malaise', 'pain behind the eyes', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'cold hands and feets', 'swollen extremeties'})",2
0.023170731707317073,"frozenset({'irritability', 'cold hands and feets'})",2
0.023170731707317073,"frozenset({'runny nose', 'muscle pain', 'cough'})",3
0.023170731707317073,"frozenset({'yellowish skin', 'stomach bleeding'})",2
0.023170731707317073,"frozenset({'vomiting', 'stomach bleeding'})",2
0.023170731707317073,"frozenset({'redness of eyes', 'muscle pain', 'cough'})",3
0.023170731707317073,"frozenset({'phlegm', 'muscle pain', 'cough'})",3
0.023170731707317073,frozenset({'hip joint pain'}),1
0.023170731707317073,"frozenset({'mild fever', 'cough', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'slurred speech', 'vomiting'})",2
0.023170731707317073,"frozenset({'slurred speech', 'sweating'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'mild fever', 'cough'})",3
0.023170731707317073,"frozenset({'malaise', 'receiving blood transfusion', 'lethargy'})",3
0.023170731707317073,"frozenset({'receiving unsterile injections', 'malaise', 'lethargy'})",3
0.023170731707317073,"frozenset({'malaise', 'lethargy', 'red spots over body'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'sinus pressure'})",2
0.023170731707317073,"frozenset({'phlegm', 'mild fever', 'cough'})",3
0.023170731707317073,"frozenset({'malaise', 'cough', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'malaise', 'lethargy', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'rusty sputum', 'sweating'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'sweating'})",2
0.023170731707317073,"frozenset({'nausea', 'muscle pain', 'pain behind the eyes'})",3
0.023170731707317073,"frozenset({'enlarged thyroid', 'cold hands and feets'})",2
0.023170731707317073,"frozenset({'depression', 'cold hands and feets'})",2
0.023170731707317073,frozenset({'cold hands and feets'}),1
0.023170731707317073,"frozenset({'chills', 'throat irritation'})",2
0.023170731707317073,"frozenset({'acute liver failure', 'coma', 'abdominal pain'})",3
0.023170731707317073,"frozenset({'toxic look (typhos)', 'chills'})",2
0.023170731707317073,"frozenset({'sinus pressure', 'phlegm', 'cough'})",3
0.023170731707317073,"frozenset({'yellow urine', 'yellowing of eyes'})",2
0.023170731707317073,"frozenset({'weight loss', 'yellowing of eyes'})",2
0.023170731707317073,"frozenset({'chills', 'yellowing of eyes'})",2
0.023170731707317073,"frozenset({'runny nose', 'phlegm', 'cough'})",3
0.023170731707317073,"frozenset({'sweating', 'yellowing of eyes'})",2
0.023170731707317073,"frozenset({'redness of eyes', 'phlegm', 'cough'})",3
0.023170731707317073,"frozenset({'cough', 'throat irritation', 'muscle pain'})",3
0.023170731707317073,"frozenset({'swollen extremeties', 'weight gain'})",2
0.023170731707317073,"frozenset({'joint pain', 'yellowing of eyes', 'stomach bleeding'})",3
0.023170731707317073,"frozenset({'sinus pressure', 'muscle pain', 'cough'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'weight loss'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'vomiting'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'throat irritation'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'runny nose'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'redness of eyes'})",2
0.023170731707317073,"frozenset({'weight loss', 'muscle weakness'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'red spots over body'})",2
0.023170731707317073,"frozenset({'receiving blood transfusion', 'lethargy', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'loss of smell', 'continuous sneezing', 'throat irritation'})",3
0.023170731707317073,"frozenset({'pain behind the eyes', 'vomiting'})",2
0.023170731707317073,"frozenset({'pain behind the eyes', 'skin rash'})",2
0.023170731707317073,"frozenset({'pain behind the eyes', 'red spots over body'})",2
0.023170731707317073,"frozenset({'receiving unsterile injections', 'lethargy', 'yellowing of eyes'})",3
0.023170731707317073,"frozenset({'polyuria', 'obesity'})",2
0.023170731707317073,frozenset({'bloody stool'}),1
0.023170731707317073,"frozenset({'malaise', 'mild fever', 'cough'})",3
0.023170731707317073,"frozenset({'coma', 'joint pain'})",2
0.023170731707317073,"frozenset({'coma', 'nausea'})",2
0.023170731707317073,"frozenset({'continuous sneezing', 'phlegm', 'muscle pain'})",3
0.023170731707317073,"frozenset({'coma', 'vomiting'})",2
0.023170731707317073,"frozenset({'nausea', 'stomach bleeding'})",2
0.023170731707317073,"frozenset({'malaise', 'nausea', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'slurred speech', 'nausea'})",2
0.023170731707317073,"frozenset({'nausea', 'skin rash'})",2
0.023170731707317073,"frozenset({'nausea', 'red spots over body'})",2
0.023170731707317073,"frozenset({'palpitations', 'nausea'})",2
0.023170731707317073,"frozenset({'high fever', 'coma'})",2
0.023170731707317073,"frozenset({'palpitations', 'sweating'})",2
0.023170731707317073,"frozenset({'palpitations', 'vomiting'})",2
0.023170731707317073,"frozenset({'loss of smell', 'continuous sneezing', 'runny nose'})",3
0.023170731707317073,frozenset({'bruising'}),1
0.023170731707317073,"frozenset({'loss of smell', 'continuous sneezing', 'muscle pain'})",3
0.023170731707317073,"frozenset({'loss of smell', 'continuous sneezing', 'phlegm'})",3
0.023170731707317073,"frozenset({'receiving unsterile injections', 'yellowish skin'})",2
0.023170731707317073,"frozenset({'receiving unsterile injections', 'yellow urine'})",2
0.023170731707317073,"frozenset({'yellowish skin', 'receiving blood transfusion'})",2
0.023170731707317073,"frozenset({'yellow urine', 'receiving blood transfusion'})",2
0.023170731707317073,"frozenset({'loss of smell', 'continuous sneezing', 'redness of eyes'})",3
0.023170731707317073,"frozenset({'swollen extremeties', 'puffy face and eyes'})",2
0.023170731707317073,"frozenset({'rusty sputum', 'phlegm'})",2
0.023170731707317073,"frozenset({'loss of smell', 'continuous sneezing', 'sinus pressure'})",3
0.023170731707317073,"frozenset({'receiving unsterile injections', 'receiving blood transfusion', 'lethargy'})",3
0.023170731707317073,"frozenset({'weight loss', 'polyuria'})",2
0.023170731707317073,"frozenset({'restlessness', 'polyuria'})",2
0.023170731707317073,"frozenset({'phlegm', 'weight loss'})",2
0.023170731707317073,"frozenset({'phlegm', 'vomiting'})",2
0.023170731707317073,"frozenset({'coma', 'dark urine'})",2
0.023170731707317073,"frozenset({'coma', 'fatigue'})",2
0.023170731707317073,"frozenset({'pain behind the eyes', 'vomiting', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'phlegm', 'sweating', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'acute liver failure', 'abdominal pain', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'diarrhoea', 'mild fever'})",2
0.023170731707317073,"frozenset({'malaise', 'weight loss', 'mild fever'})",3
0.023170731707317073,"frozenset({'swelled lymph nodes', 'malaise', 'sweating'})",3
0.023170731707317073,"frozenset({'diarrhoea', 'muscle weakness'})",2
0.023170731707317073,"frozenset({'fatigue', 'stomach bleeding'})",2
0.023170731707317073,"frozenset({'slurred speech', 'fatigue'})",2
0.023170731707317073,"frozenset({'sinus pressure', 'fatigue'})",2
0.023170731707317073,"frozenset({'rusty sputum', 'fatigue'})",2
0.023170731707317073,"frozenset({'runny nose', 'fatigue'})",2
0.023170731707317073,"frozenset({'sinus pressure', 'malaise', 'throat irritation'})",3
0.023170731707317073,"frozenset({'redness of eyes', 'fatigue'})",2
0.023170731707317073,"frozenset({'receiving unsterile injections', 'fatigue'})",2
0.023170731707317073,"frozenset({'receiving blood transfusion', 'fatigue'})",2
0.023170731707317073,frozenset({'belly pain'}),1
0.023170731707317073,"frozenset({'polyuria', 'fatigue'})",2
0.023170731707317073,"frozenset({'palpitations', 'fatigue'})",2
0.023170731707317073,"frozenset({'fatigue', 'pain behind the eyes'})",2
0.023170731707317073,"frozenset({'diarrhoea', 'yellowing of eyes'})",2
0.023170731707317073,"frozenset({'muscle weakness', 'fatigue'})",2
0.023170731707317073,"frozenset({'runny nose', 'malaise', 'throat irritation'})",3
0.023170731707317073,"frozenset({'malaise', 'mild fever', 'vomiting'})",3
0.023170731707317073,"frozenset({'fatigue', 'throat irritation'})",2
0.023170731707317073,"frozenset({'phlegm', 'vomiting', 'loss of appetite'})",3
0.023170731707317073,"frozenset({'toxic look (typhos)', 'fatigue'})",2
0.023170731707317073,"frozenset({'depression', 'mood swings'})",2
0.023170731707317073,"frozenset({'phlegm', 'headache'})",2
0.023170731707317073,"frozenset({'palpitations', 'headache'})",2
0.023170731707317073,"frozenset({'depression', 'puffy face and eyes'})",2
0.023170731707317073,"frozenset({'swelled lymph nodes', 'weight loss', 'malaise'})",3
0.023170731707317073,"frozenset({'loss of smell', 'headache'})",2
